query;name;site;type;subtypes;category;phone;full_address;borough;street;city;postal_code;state;us_state;country;country_code;latitude;longitude;time_zone;plus_code;rating;reviews;reviews_link;reviews_tags;reviews_per_score;reviews_per_score_1;reviews_per_score_2;reviews_per_score_3;reviews_per_score_4;reviews_per_score_5;photos_count;photo;street_view;located_in;working_hours;working_hours_old_format;other_hours;popular_times;business_status;about;range;posts;logo;description;verified;owner_id;owner_title;owner_link;reservation_links;booking_appointment_link;menu_link;order_links;location_link;place_id;google_id;cid;reviews_id;located_google_id
barbershop, Ipiranga, São Paulo SP Brazil;MR. BUENO BARBEARIA;;Barber shop;Barber shop;Barbearia;+55 11 2069-8739;R. Silva Bueno, 902 - Ipiranga, São Paulo - SP, 04208-002;Ipiranga;R. Silva Bueno, 902;São Paulo;04208-002;State of São Paulo;;Brazil;BR;-23,5863112;-46,6019551;America/Sao_Paulo;;4,9;83;https://search.google.com/local/reviews?placeid=ChIJAQDsOfBbzpQR39UxU6JBAKo&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 3, ""5"": 79}";0;0;1;3;79;20;https://lh5.googleusercontent.com/p/AF1QipNSgHYhVH-iULdPUDwYUTXaOdWka_zOLL-PALof=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipNSgHYhVH-iULdPUDwYUTXaOdWka_zOLL-PALof=w1600-h1000-k-no;;"{""Monday"": ""10AM-8:30PM"", ""Tuesday"": ""10AM-8:30PM"", ""Wednesday"": ""10AM-8:30PM"", ""Thursday"": ""10AM-8:30PM"", ""Friday"": ""10AM-8:30PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8:30PM | Tuesday: 10AM-8:30PM | Wednesday: 10AM-8:30PM | Thursday: 10AM-8:30PM | Friday: 10AM-8:30PM | Saturday: 9AM-6PM | Sunday: Closed;;;OPERATIONAL;"{""Accessibility"": {""Wheelchair-accessible car park"": false}}";;;;;FALSE;;MR. BUENO BARBEARIA;;;https://booksy.net/pt-br/20743_mr-bueno-barbearia_cabelo_1047773_sao-paulo;;;https://www.google.com/maps/place/MR.+BUENO+BARBEARIA/@-23.586311199999997,-46.6019551,14z/data=!4m8!1m2!2m1!1sMR.+BUENO+BARBEARIA!3m4!1s0x94ce5bf039ec0001:0xaa0041a25331d5df!8m2!3d-23.586311199999997!4d-46.6019551;ChIJAQDsOfBbzpQR39UxU6JBAKo;0x94ce5bf039ec0001:0xaa0041a25331d5df;1,22499E+19;-6196880921825520161;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Bruni;;Barber shop;Barber shop;Barbearia;+55 11 2914-5098;R. Gonçalves Ledo, 700 - Ipiranga, São Paulo - SP, 04216-030;Ipiranga;R. Gonçalves Ledo, 700;São Paulo;04216-030;State of São Paulo;;Brazil;BR;-23,596968;-46,598935;America/Sao_Paulo;;4,9;96;https://search.google.com/local/reviews?placeid=ChIJdW8xEoxbzpQRuTSBof7zzs8&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 1, ""3"": 1, ""4"": 5, ""5"": 89}";0;1;1;5;89;14;https://lh5.googleusercontent.com/p/AF1QipMY7a2tLLhV5aNFdMyMjeB-frgePvZ4wihaGYDM=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMY7a2tLLhV5aNFdMyMjeB-frgePvZ4wihaGYDM=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10AM-8PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Amenities"": {""Gender-neutral toilets"": true, ""Toilets"": true}}";;;;;FALSE;;Barbearia Bruni;;;;;;https://www.google.com/maps/place/Barbearia+Bruni/@-23.596968,-46.598935,14z/data=!4m8!1m2!2m1!1sBarbearia+Bruni!3m4!1s0x94ce5b8c12316f75:0xcfcef3fea18134b9!8m2!3d-23.596968!4d-46.598935;ChIJdW8xEoxbzpQRuTSBof7zzs8;0x94ce5b8c12316f75:0xcfcef3fea18134b9;1,49742E+19;-3472569987699231559;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Jeff Lion Barbearia;https://instagram.com/jeff_lion.barbershop?utm_medium=copy_link;Barber shop;Barber shop;Barbearia;+55 11 97793-3364;R. Xavier de Almeida, n° 427 - Ipiranga, São Paulo - SP, 04211-000;Ipiranga;R. Xavier de Almeida, n° 427;São Paulo;04211-000;State of São Paulo;;Brazil;BR;-23,589789;-46,607978;America/Sao_Paulo;;4,9;109;https://search.google.com/local/reviews?placeid=ChIJe0JWAQFbzpQRCLlyR92fss8&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 106}";1;0;0;2;106;76;https://lh5.googleusercontent.com/p/AF1QipNBpNhrOYuOCg-Ns1DJIl3OFe2AHN1octY-9Vb6=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipNBpNhrOYuOCg-Ns1DJIl3OFe2AHN1octY-9Vb6=w1600-h1000-k-no;;"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""10AM-3PM""}";Monday: 9AM-9PM | Tuesday: 9AM-9PM | Wednesday: 9AM-9PM | Thursday: 9AM-9PM | Friday: 9AM-9PM | Saturday: 9AM-9PM | Sunday: 10AM-3PM;;;OPERATIONAL;"{""From the business"": {""Identifies as women-owned"": true}, ""Health and safety"": {""Appointment required"": true, ""Mask required"": true, ""Staff wear masks"": true, ""Staff get temperature checks"": true, ""Staff required to disinfect surfaces between visits"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true}, ""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/--Xwb38rV1Vw/AAAAAAAAAAI/AAAAAAAAAAA/aMxpqdv0Ht8/s44-p-k-no-ns-nd/photo.jpg;;TRUE;113810569333975443159;Barbearia Jeff Lion Barbearia;https://www.google.com/maps/contrib/113810569333975443159;;https://api.whatsapp.com/send?phone=5511977933364&text=Ol%C3%A1%2C%20vim%20atrav%C3%A9s%20do%20site%20e%20gostaria%20de%20fazer%20um%20agendamento.%20;;;https://www.google.com/maps/place/Barbearia+Jeff+Lion+Barbearia/@-23.589789,-46.607977999999996,14z/data=!4m8!1m2!2m1!1sBarbearia+Jeff+Lion+Barbearia!3m4!1s0x94ce5b010156427b:0xcfb29fdd4772b908!8m2!3d-23.589789!4d-46.607977999999996;ChIJe0JWAQFbzpQRCLlyR92fss8;0x94ce5b010156427b:0xcfb29fdd4772b908;1,49662E+19;-3480543789268682488;
barbershop, Ipiranga, São Paulo SP Brazil;Barberô Ipiranga;https://barbero-mauro-soares-barbearia-ltda.negocio.site/;Barber shop;Barber shop;Barbearia;+55 11 96612-9899;R. Agostinho Gomes, 966 - Ipiranga, São Paulo - SP, 04206-000;Ipiranga;R. Agostinho Gomes, 966;São Paulo;04206-000;State of São Paulo;;Brazil;BR;-23,5787548;-46,6050272;America/Sao_Paulo;;5;16;https://search.google.com/local/reviews?placeid=ChIJlbslxQ9bzpQRQU2iRMvawUQ&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 16}";0;0;0;0;16;12;https://lh5.googleusercontent.com/p/AF1QipPIUl8llAt2yRvzx2aaRd7BKk9IeWd81DSoLhpZ=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipPIUl8llAt2yRvzx2aaRd7BKk9IeWd81DSoLhpZ=w1600-h1000-k-no;;"{""Monday"": ""Closed"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-8PM"", ""Sunday"": ""Closed""}";Monday: Closed | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10AM-8PM | Saturday: 10AM-8PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh5.googleusercontent.com/-0HKIVumPVGI/AAAAAAAAAAI/AAAAAAAAAAA/hVf0HmSSDYg/s44-p-k-no-ns-nd/photo.jpg;;TRUE;106124317511731632724;Barberô Ipiranga;https://www.google.com/maps/contrib/106124317511731632724;;;;;https://www.google.com/maps/place/Barber%C3%B4+Ipiranga/@-23.5787548,-46.605027199999995,14z/data=!4m8!1m2!2m1!1sBarber%C3%B4+Ipiranga!3m4!1s0x94ce5b0fc525bb95:0x44c1dacb44a24d41!8m2!3d-23.5787548!4d-46.605027199999995;ChIJlbslxQ9bzpQRQU2iRMvawUQ;0x94ce5b0fc525bb95:0x44c1dacb44a24d41;4,95448E+18;4954481631648959809;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Studio Barba V8;http://www.studiobarbav8.com/;Barber shop;Barber shop, Bar tabac, Massage therapist, Tattoo shop;Barbearia;+55 11 97216-8790;R. Silva Bueno, 65 - Ipiranga, São Paulo - SP, 04208-050;Ipiranga;R. Silva Bueno, 65;São Paulo;04208-050;State of São Paulo;;Brazil;BR;-23,5787658;-46,602351;America/Sao_Paulo;;4,9;40;https://search.google.com/local/reviews?placeid=ChIJdyQFbdFbzpQRAW73kZY1bVo&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 0, ""5"": 39}";0;1;0;0;39;352;https://lh5.googleusercontent.com/p/AF1QipNun2OJXGJ9dC93mR8vDNGypzS6ZC6F2awZkjgW=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipNun2OJXGJ9dC93mR8vDNGypzS6ZC6F2awZkjgW=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10AM-8PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}}";;;https://lh5.googleusercontent.com/-PAU-1qKgwAE/AAAAAAAAAAI/AAAAAAAAAAA/fDC3MfMDOSI/s44-p-k-no-ns-nd/photo.jpg;;TRUE;114182004201805756190;Barbearia Studio Barba V8;https://www.google.com/maps/contrib/114182004201805756190;;;;;https://www.google.com/maps/place/Barbearia+Studio+Barba+V8/@-23.5787658,-46.602351,14z/data=!4m8!1m2!2m1!1sBarbearia+Studio+Barba+V8!3m4!1s0x94ce5bd16d052477:0x5a6d359691f76e01!8m2!3d-23.5787658!4d-46.602351;ChIJdyQFbdFbzpQRAW73kZY1bVo;0x94ce5bd16d052477:0x5a6d359691f76e01;6,51592E+18;6515923156685254145;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia La Fúria;;Barber shop;Barber shop;Barbearia;+55 11 96657-6724;R. Silva Bueno, 1301 - Ipiranga, São Paulo - SP, 04212-001;Ipiranga;R. Silva Bueno, 1301;São Paulo;04212-001;State of São Paulo;;Brazil;BR;-23,5898759;-46,6013596;America/Sao_Paulo;;4,7;46;https://search.google.com/local/reviews?placeid=ChIJLcfrFvJbzpQRjqVRhd2rOCE&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 3, ""2"": 0, ""3"": 0, ""4"": 4, ""5"": 39}";3;0;0;4;39;19;https://lh5.googleusercontent.com/p/AF1QipMl2a90f0RelzW7XaoRNtJBou9_inbdRtA0-klS=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMl2a90f0RelzW7XaoRNtJBou9_inbdRtA0-klS=w1600-h1000-k-no;;"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: Closed | Tuesday: 9AM-7PM | Wednesday: 9AM-7PM | Thursday: 9AM-7PM | Friday: 9AM-7PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/-aFWSzfqqk2s/AAAAAAAAAAI/AAAAAAAAAAA/ujLzjdh-dSg/s44-p-k-no-ns-nd/photo.jpg;;TRUE;115892709784502324760;Barbearia La Fúria;https://www.google.com/maps/contrib/115892709784502324760;;;;;https://www.google.com/maps/place/Barbearia+La+F%C3%BAria/@-23.5898759,-46.601359599999995,14z/data=!4m8!1m2!2m1!1sBarbearia+La+F%C3%BAria!3m4!1s0x94ce5bf216ebc72d:0x2138abdd8551a58e!8m2!3d-23.5898759!4d-46.601359599999995;ChIJLcfrFvJbzpQRjqVRhd2rOCE;0x94ce5bf216ebc72d:0x2138abdd8551a58e;2,39385E+18;2393852169860261262;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Uruguay Brasil;;Barber shop;Barber shop;Barber shop;;R. Dois de Julho, 444a - Ipiranga, São Paulo - SP, 04207-000;Ipiranga;R. Dois de Julho, 444a;São Paulo;04207-000;State of São Paulo;;Brazil;BR;-23,5960126;-46,6017127;America/Sao_Paulo;;4,9;12;https://search.google.com/local/reviews?placeid=ChIJ6eg8SbJbzpQReD9Kn56LTDA&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 11}";0;0;0;1;11;5;https://lh5.googleusercontent.com/p/AF1QipN6FLvpCxSnaNUbcUH1LCLHbRwBJe1suDvf3p-q=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipN6FLvpCxSnaNUbcUH1LCLHbRwBJe1suDvf3p-q=w1600-h1000-k-no;;;;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;;;FALSE;;Barbearia Uruguay Brasil;;;;;;https://www.google.com/maps/place/Barbearia+Uruguay+Brasil/@-23.596012599999998,-46.6017127,14z/data=!4m8!1m2!2m1!1sBarbearia+Uruguay+Brasil!3m4!1s0x94ce5bb2493ce8e9:0x304c8b9e9f4a3f78!8m2!3d-23.596012599999998!4d-46.6017127;ChIJ6eg8SbJbzpQReD9Kn56LTDA;0x94ce5bb2493ce8e9:0x304c8b9e9f4a3f78;3,48031E+18;3480310125444087672;
barbershop, Ipiranga, São Paulo SP Brazil;Navalha 11 Barbearia;;Barber shop;Barber shop;Barbearia;+55 11 99590-9738;R. Cipriano Barata, 2383 - Ipiranga, São Paulo - SP, 04205-001;Ipiranga;R. Cipriano Barata, 2383;São Paulo;04205-001;State of São Paulo;;Brazil;BR;-23,590795;-46,6048529;America/Sao_Paulo;;5;29;https://search.google.com/local/reviews?placeid=ChIJn6mkNLxbzpQR5MBKe8wfCro&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 29}";0;0;0;0;29;14;https://lh5.googleusercontent.com/p/AF1QipO_mzlHILLUp-0ViQn0eF1-kTyitmSpUrH42qbs=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipO_mzlHILLUp-0ViQn0eF1-kTyitmSpUrH42qbs=w1600-h1000-k-no;;"{""Monday"": ""Closed"", ""Tuesday"": ""11AM-5PM"", ""Wednesday"": ""11AM-7:30PM"", ""Thursday"": ""11AM-6PM"", ""Friday"": ""11AM-7PM"", ""Saturday"": ""11AM-4PM"", ""Sunday"": ""Closed""}";Monday: Closed | Tuesday: 11AM-5PM | Wednesday: 11AM-7:30PM | Thursday: 11AM-6PM | Friday: 11AM-7PM | Saturday: 11AM-4PM | Sunday: Closed;;;OPERATIONAL;"{""Health and safety"": {""Appointment required"": true, ""Mask required"": true, ""Temperature check required"": true, ""Staff wear masks"": true, ""Staff get temperature checks"": true, ""Staff required to disinfect surfaces between visits"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""Transgender safe space"": true}}";;;https://lh5.googleusercontent.com/--iFCO6kt5pE/AAAAAAAAAAI/AAAAAAAAAAA/g3JaJ0JjD-g/s44-p-k-no-ns-nd/photo.jpg;;TRUE;110357845059834983654;Navalha 11 Barbearia;https://www.google.com/maps/contrib/110357845059834983654;;https://wa.me/5511995909738;;;https://www.google.com/maps/place/Navalha+11+Barbearia/@-23.590795,-46.6048529,14z/data=!4m8!1m2!2m1!1sNavalha+11+Barbearia!3m4!1s0x94ce5bbc34a4a99f:0xba0a1fcc7b4ac0e4!8m2!3d-23.590795!4d-46.6048529;ChIJn6mkNLxbzpQR5MBKe8wfCro;0x94ce5bbc34a4a99f:0xba0a1fcc7b4ac0e4;1,34056E+19;-5041181869785562908;
barbershop, Ipiranga, São Paulo SP Brazil;Renovação barbearia;https://renovacao-barbearia.negocio.site/?utm_source=gmb&utm_medium=referral;Barber shop;Barber shop;Barbearia;+55 11 96274-5195;R. Cipriano Barata, 372-F - Ipiranga, São Paulo - SP, 04205-000;Ipiranga;R. Cipriano Barata, 372-F;São Paulo;04205-000;State of São Paulo;;Brazil;BR;-23,5727363;-46,6067938;America/Sao_Paulo;;4,9;16;https://search.google.com/local/reviews?placeid=ChIJZfrNrepZzpQRh965L6bMgdI&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 15}";0;0;0;1;15;12;https://lh5.googleusercontent.com/p/AF1QipN8jr9dJsWB8GyUTP6NMk4DvJ8atB52RaTrAhO4=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipN8jr9dJsWB8GyUTP6NMk4DvJ8atB52RaTrAhO4=w1600-h1000-k-no;;"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: 9AM-6PM | Tuesday: 9AM-7PM | Wednesday: 9AM-6PM | Thursday: 9AM-7PM | Friday: 9AM-7PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh5.googleusercontent.com/-BE5UEKBA9HQ/AAAAAAAAAAI/AAAAAAAAAAA/Fsq5nfyzeuA/s44-p-k-no-ns-nd/photo.jpg;;TRUE;111497317630947585588;Renovação barbearia;https://www.google.com/maps/contrib/111497317630947585588;;;;;https://www.google.com/maps/place/Renova%C3%A7%C3%A3o+barbearia/@-23.5727363,-46.6067938,14z/data=!4m8!1m2!2m1!1sRenova%C3%A7%C3%A3o+barbearia!3m4!1s0x94ce59eaadcdfa65:0xd281cca62fb9de87!8m2!3d-23.5727363!4d-46.6067938;ChIJZfrNrepZzpQRh965L6bMgdI;0x94ce59eaadcdfa65:0xd281cca62fb9de87;1,51686E+19;-3278114039611662713;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Tosão;;Barber shop;Barber shop;Barbearia;+55 11 95247-3745;R. Cipriano Barata, 584 - Ipiranga, São Paulo - SP, 04205-000;Ipiranga;R. Cipriano Barata, 584;São Paulo;04205-000;State of São Paulo;;Brazil;BR;-23,5742444;-46,606359;America/Sao_Paulo;;5;10;https://search.google.com/local/reviews?placeid=ChIJ1bbg819ZzpQRdWNOd6sV_i0&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 10}";0;0;0;0;10;9;https://lh5.googleusercontent.com/p/AF1QipPaaaS69_1mafRJux_l7YgWn9ZkG7dZw7ilyovJ=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipPaaaS69_1mafRJux_l7YgWn9ZkG7dZw7ilyovJ=w1600-h1000-k-no;;"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6:30PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}";Monday: Closed | Tuesday: 9AM-6PM | Wednesday: 9AM-6PM | Thursday: 9AM-6:30PM | Friday: 9AM-7PM | Saturday: 9AM-6PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh6.googleusercontent.com/-blUxOxz1dJU/AAAAAAAAAAI/AAAAAAAAAAA/DrTevPt5OVw/s44-p-k-no-ns-nd/photo.jpg;;TRUE;114360221355356617741;Barbearia Tosão;https://www.google.com/maps/contrib/114360221355356617741;;;;;https://www.google.com/maps/place/Barbearia+Tos%C3%A3o/@-23.574244399999998,-46.606359,14z/data=!4m8!1m2!2m1!1sBarbearia+Tos%C3%A3o!3m4!1s0x94ce595ff3e0b6d5:0x2dfe15ab774e6375!8m2!3d-23.574244399999998!4d-46.606359;ChIJ1bbg819ZzpQRdWNOd6sV_i0;0x94ce595ff3e0b6d5:0x2dfe15ab774e6375;3,31411E+18;3314110201976480629;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Will Lima;https://barbearia-will-lima.negocio.site/?utm_source=gmb&utm_medium=referral;Barber shop;Barber shop;Barbearia;+55 11 95966-4620;R. Silva Bueno, 83 - Ipiranga, São Paulo - SP, 04208-050;Ipiranga;R. Silva Bueno, 83;São Paulo;04208-050;State of São Paulo;;Brazil;BR;-23,5789525;-46,6023863;America/Sao_Paulo;;5;11;https://search.google.com/local/reviews?placeid=ChIJo6eU8cRbzpQR7Bhgq2TOCLg&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 11}";0;0;0;0;11;32;https://lh5.googleusercontent.com/p/AF1QipMPws5kpQEg-GvU6JuLk1Yl9R5np2FipgKqFUo9=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMPws5kpQEg-GvU6JuLk1Yl9R5np2FipgKqFUo9=w1600-h1000-k-no;;"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: 9AM-7PM | Tuesday: 9AM-7PM | Wednesday: 9AM-7PM | Thursday: 9AM-7PM | Friday: 9AM-7PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/-VHf7s70OOoI/AAAAAAAAAAI/AAAAAAAAAAA/J3cYlpc_uEA/s44-p-k-no-ns-nd/photo.jpg;;TRUE;103290954157465395557;Barbearia Will Lima;https://www.google.com/maps/contrib/103290954157465395557;;;;;https://www.google.com/maps/place/Barbearia+Will+Lima/@-23.5789525,-46.6023863,14z/data=!4m8!1m2!2m1!1sBarbearia+Will+Lima!3m4!1s0x94ce5bc4f194a7a3:0xb808ce64ab6018ec!8m2!3d-23.5789525!4d-46.6023863;ChIJo6eU8cRbzpQR7Bhgq2TOCLg;0x94ce5bc4f194a7a3:0xb808ce64ab6018ec;1,32611E+19;-5185668039149872916;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Corino Studio barbearia e tatuagem;https://sites.appbarber.com.br/barbeariacorinostudio-ga2;Barber shop;Barber shop;Barbearia;+55 11 97757-1279;R. Silva Bueno, 737 - Ipiranga, São Paulo - SP, 04208-002;Ipiranga;R. Silva Bueno, 737;São Paulo;04208-002;State of São Paulo;;Brazil;BR;-23,5848112;-46,6017474;America/Sao_Paulo;;4,9;14;https://search.google.com/local/reviews?placeid=ChIJqVibnZtbzpQRyYyUKfJzWq4&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 13}";0;0;0;1;13;47;https://lh5.googleusercontent.com/p/AF1QipMEB6lUF-aSTTigQc6nbjxlZEPO4jwFZo9XTspY=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMEB6lUF-aSTTigQc6nbjxlZEPO4jwFZo9XTspY=w1600-h1000-k-no;;"{""Monday"": ""8:30AM-8:30PM"", ""Tuesday"": ""8:30AM-8:30PM"", ""Wednesday"": ""8:30AM-8:30PM"", ""Thursday"": ""8:30AM-8:30PM"", ""Friday"": ""8:30AM-8:30PM"", ""Saturday"": ""8:30AM-8:30PM"", ""Sunday"": ""8:30AM-8:30PM""}";Monday: 8:30AM-8:30PM | Tuesday: 8:30AM-8:30PM | Wednesday: 8:30AM-8:30PM | Thursday: 8:30AM-8:30PM | Friday: 8:30AM-8:30PM | Saturday: 8:30AM-8:30PM | Sunday: 8:30AM-8:30PM;;;OPERATIONAL;"{""Amenities"": {""Gender-neutral toilets"": true, ""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}}";;;https://lh3.googleusercontent.com/-kZJAZTcG9BA/AAAAAAAAAAI/AAAAAAAAAAA/vq-0GZto370/s44-p-k-no-ns-nd/photo.jpg;;TRUE;117846258944758566349;Barbearia Corino Studio barbearia e tatuagem;https://www.google.com/maps/contrib/117846258944758566349;;;;;https://www.google.com/maps/place/Barbearia+Corino+Studio+barbearia+e+tatuagem/@-23.584811199999997,-46.6017474,14z/data=!4m8!1m2!2m1!1sBarbearia+Corino+Studio+barbearia+e+tatuagem!3m4!1s0x94ce5b9b9d9b58a9:0xae5a73f229948cc9!8m2!3d-23.584811199999997!4d-46.6017474;ChIJqVibnZtbzpQRyYyUKfJzWq4;0x94ce5b9b9d9b58a9:0xae5a73f229948cc9;1,25635E+19;-5883262479289250615;
